DATE,PM1,PM2,COEFF1,COEFF2
7/4/1982,0552,1812,89,92
8/4/1982,0629,1847,94,95
9/4/1982,0704,1920,95,94
10/4/1982,0736,1951,93,90
11/4/1982,0807,2021,87,83
12/4/1982,0837,2052,79,74
13/4/1982,0908,2124,68,62
14/4/1982,0941,2202,56,50
15/4/1982,1024,2252,44,38
16/4/1982,1126,,33,
17/4/1982,0004,1253,30,28
18/4/1982,0128,1419,29,33
19/4/1982,0244,1525,39,46
20/4/1982,0344,1615,53,61
21/4/1982,0434,1700,68,76
22/4/1982,0519,1742,83,89
23/4/1982,0601,1823,95,99
24/4/1982,0642,1902,103,106
25/4/1982,0722,1942,107,106
26/4/1982,0803,2023,104,101
27/4/1982,0847,2107,96,91
28/4/1982,0936,2158,83,76
29/4/1982,1032,2259,68,61
30/4/1982,1145,,55,
1/5/1982,0018,1309,50,48
2/5/1982,0141,1427,48,50
3/5/1982,0255,1533,54,59
4/5/1982,0357,1625,64,69
5/5/1982,0446,1708,73,77
6/5/1982,0527,1745,80,83
7/5/1982,0602,1818,84,85
8/5/1982,0635,1850,86,85
9/5/1982,0707,1923,85,83
10/5/1982,0740,1955,81,79
11/5/1982,0812,2027,75,72
12/5/1982,0843,2059,68,63
13/5/1982,0917,2137,59,54
14/5/1982,0958,2225,49,45
15/5/1982,1054,2326,41,38
16/5/1982,1205,,36,
17/5/1982,0038,1323,36,37
18/5/1982,0151,1434,41,46
19/5/1982,0257,1533,52,59
20/5/1982,0354,1624,66,74
21/5/1982,0446,1711,80,86
22/5/1982,0533,1756,92,97
23/5/1982,0619,1840,100,103
24/5/1982,0704,1925,104,104
25/5/1982,0750,2010,103,100
26/5/1982,0837,2059,96,91
27/5/1982,0929,2152,85,79
28/5/1982,1026,2253,72,66
29/5/1982,1133,,61,
30/5/1982,0003,1244,56,53
31/5/1982,0113,1353,52,52
1/6/1982,0220,1457,53,55
2/6/1982,0322,1552,58,61
3/6/1982,0414,1637,64,67
4/6/1982,0456,1715,69,71
5/6/1982,0534,1750,73,74
6/6/1982,0609,1825,75,76
7/6/1982,0644,1900,76,76
8/6/1982,0719,1935,75,74
9/6/1982,0753,2008,73,71
10/6/1982,0825,2042,68,66
11/6/1982,0900,2120,63,60
12/6/1982,0940,2205,57,54
13/6/1982,1029,2257,51,48
14/6/1982,1127,2357,46,45
15/6/1982,1234,,45,
16/6/1982,0103,1343,46,49
17/6/1982,0211,1449,53,58
18/6/1982,0315,1548,63,69
19/6/1982,0414,1643,75,81
20/6/1982,0509,1734,86,91
21/6/1982,0601,1823,95,98
22/6/1982,0650,1912,100,101
23/6/1982,0740,2001,101,99
24/6/1982,0829,2051,97,94
25/6/1982,0919,2143,89,84
26/6/1982,1011,2237,79,73
27/6/1982,1107,2334,68,62
28/6/1982,1205,,58,
29/6/1982,0033,1306,54,51
30/6/1982,0133,1409,49,48
1/7/1982,0235,1510,49,50
2/7/1982,0335,1603,53,55
3/7/1982,0426,1648,58,60
4/7/1982,0510,1727,63,65
5/7/1982,0549,1805,67,69
6/7/1982,0626,1842,71,72
7/7/1982,0702,1918,73,73
8/7/1982,0737,1952,74,73
9/7/1982,0810,2026,73,72
10/7/1982,0844,2103,71,69
11/7/1982,0922,2143,67,65
12/7/1982,1004,2229,62,60
13/7/1982,1053,2321,57,55
14/7/1982,1150,,53,
15/7/1982,0022,1257,52,52
16/7/1982,0130,1409,52,55
17/7/1982,0242,1518,58,62
18/7/1982,0350,1621,68,73
19/7/1982,0451,1718,79,84
20/7/1982,0547,1811,89,84
21/7/1982,0639,1901,97,100
22/7/1982,0729,1950,101,101
23/7/1982,0816,2038,100,98
24/7/1982,0902,2123,95,90
25/7/1982,0946,2208,85,79
26/7/1982,1029,2253,73,67
27/7/1982,1116,2343,60,54
28/7/1982,1211,,49,
29/7/1982,0041,1314,45,41
30/7/1982,0145,1422,40,40
31/7/1982,0255,1530,41,44
1/8/1982,0400,1624,47,51
2/8/1982,0450,1708,55,59
3/8/1982,0532,1747,63,66
4/8/1982,0609,1824,70,72
5/8/1982,0645,1859,75,77
6/8/1982,0719,1934,79,80
7/8/1982,0752,2007,81,81
8/8/1982,0825,2042,81,80
9/8/1982,0900,2120,79,76
10/8/1982,0938,2201,73,70
11/8/1982,1022,2249,66,63
12/8/1982,1114,2347,58,55
13/8/1982,1219,,52,
14/8/1982,0058,1338,50,50
15/8/1982,0221,1459,51,55
16/8/1982,0337,1608,61,67
17/8/1982,0442,1707,74,81
18/8/1982,0537,1800,87,93
19/8/1982,0627,1848,97,101
20/8/1982,0713,1934,103,104
21/8/1982,0756,2016,103,101
22/8/1982,0836,2055,98,94
23/8/1982,0912,2131,88,82
24/8/1982,0947,2207,76,69
25/8/1982,1025,2249,61,55
26/8/1982,1113,2344,47,41
27/8/1982,1218,,36,
28/8/1982,0055,1334,32,31
29/8/1982,0215,1455,32,35
30/8/1982,0338,1559,39,45
31/8/1982,0430,1645,50,56
1/9/1982,0510,1724,61,66
2/9/1982,0548,1801,71,76
3/9/1982,0622,1836,80,83
4/9/1982,0656,1911,86,89
5/9/1982,0729,1944,90,91
6/9/1982,0801,2018,91,90
7/9/1982,0836,2055,88,86
8/9/1982,0914,2136,82,78
9/9/1982,0956,2224,72,67
10/9/1982,1047,2322,60,55
11/9/1982,1153,,50,
12/9/1982,0040,1321,46,45
13/9/1982,0213,1451,47,52
14/9/1982,0331,1601,58,66
15/9/1982,0433,1658,73,81
16/9/1982,0525,1746,87,93
17/9/1982,0611,1830,98,101
18/9/1982,0652,1911,103,103
19/9/1982,0730,1948,103,101
20/9/1982,0805,2022,97,93
21/9/1982,0837,2054,88,83
22/9/1982,0908,2126,76,69
23/9/1982,0942,2202,62,55
24/9/1982,1023,2250,48,41
25/9/1982,1121,,34,
26/9/1982,0001,1143,29,26
27/9/1982,0032,1310,26,29
28/9/1982,0158,1421,34,40
29/9/1982,0255,1511,47,54
30/9/1982,0338,1552,60,67
1/10/1982,0416,1632,73,79
2/10/1982,0453,1709,84,89
3/10/1982,0529,1745,92,95
4/10/1982,0603,1820,98,99
5/10/1982,0637,1856,99,98
6/10/1982,0713,1934,95,92
7/10/1982,0753,2017,87,82
8/10/1982,0837,2107,75,68
9/10/1982,0930,2210,61,54
10/10/1982,1041,2336,48,45
11/10/1982,1217,,44,
12/10/1982,0109,1342,47,52
13/10/1982,0221,1449,59,67
14/10/1982,0319,1542,74,80
15/10/1982,0407,1628,86,91
16/10/1982,0449,1708,94,97
17/10/1982,0526,1744,98,98
18/10/1982,0601,1819,97,96
19/10/1982,0634,1851,93,90
20/10/1982,0706,1923,85,80
21/10/1982,0737,1954,75,69
22/10/1982,0810,2028,63,56
23/10/1982,0847,2109,49,43
24/10/1982,0936,2209,37,32
25/10/1982,1047,2337,28,27
26/10/1982,1213,,28,
27/10/1982,0103,1327,32,37
28/10/1982,0227,1426,44,51
29/10/1982,0256,1514,58,65
30/10/1982,0340,1558,72,79
31/10/1982,0421,1640,85,90
1/11/1982,0500,1719,94,98
2/11/1982,0538,1758,100,102
3/11/1982,0616,1837,102,101
4/11/1982,0656,1920,99,95
5/11/1982,0739,2006,90,85
6/11/1982,0827,2100,78,71
7/11/1982,0925,2207,64,58
8/11/1982,1039,2331,52,49
9/11/1982,1206,,49,
10/11/1982,0051,1322,50,54
11/11/1982,0200,1426,59,65
12/11/1982,0256,1520,70,75
13/11/1982,0343,1604,79,83
14/11/1982,0423,1643,86,87
15/11/1982,0459,1718,89,89
16/11/1982,0533,1752,89,88
17/11/1982,0607,1826,86,84
18/11/1982,0641,1859,81,77
19/11/1982,0714,1931,73,69
20/11/1982,0747,2005,64,60
21/11/1982,0823,2044,54,49
22/11/1982,0907,2135,44,40
23/11/1982,1005,2242,36,34
24/11/1982,1116,,33,
25/11/1982,0000,1229,34,38
26/11/1982,0111,1335,42,48
27/11/1982,0210,1432,54,61
28/11/1982,0301,1523,67,74
29/11/1982,0348,1611,80,86
30/11/1982,0432,1656,91,96
1/12/1982,0516,1740,99,101
2/12/1982,0600,1825,102,102
3/12/1982,0645,1912,100,98
4/12/1982,0732,2001,94,89
5/12/1982,0824,2056,84,78
6/12/1982,0922,2159,72,66
7/12/1982,1029,2310,61,57
8/12/1982,1140,,55,
9/12/1982,0020,1249,54,54
10/12/1982,0126,1353,56,58
11/12/1982,0224,1450,61,64
12/12/1982,0314,1537,67,70
13/12/1982,0357,1618,73,75
14/12/1982,0434,1655,77,78
15/12/1982,0511,1731,79,79
16/12/1982,0547,1807,79,78
17/12/1982,0622,1842,77,76
18/12/1982,0657,1916,74,72
19/12/1982,0731,1949,69,66
20/12/1982,0806,2025,63,59
21/12/1982,0846,2108,56,52
22/12/1982,0933,2201,49,46
23/12/1982,1029,2303,44,43
24/12/1982,1133,,42,
25/12/1982,0011,1241,44,46
26/12/1982,0119,1347,50,55
27/12/1982,0221,1449,60,66
28/12/1982,0318,1545,72,79
29/12/1982,0410,1637,84,90
30/12/1982,0500,1728,94,98
31/12/1982,0549,1817,101,103
1/1/1983,0638,1906,103,102
2/1/1983,0727,1955,100,97
3/1/1983,0817,2045,93,89
4/1/1983,0909,2138,83,77
5/1/1983,1004,2235,71,65
6/1/1983,1103,2336,60,55
7/1/1983,1205,,52,
8/1/1983,0039,1309,49,49
9/1/1983,0143,1414,49,51
10/1/1983,0243,1511,53,56
11/1/1983,0334,1558,59,62
12/1/1983,0416,1639,65,68
13/1/1983,0455,1717,71,73
14/1/1983,0532,1753,75,76
15/1/1983,0607,1828,77,78
16/1/1983,0642,1901,78,77
17/1/1983,0715,1932,77,75
18/1/1983,0748,2006,74,72
19/1/1983,0824,2043,69,66
20/1/1983,0904,2126,63,60
21/1/1983,0951,2216,56,53
22/1/1983,1045,2318,50,48
23/1/1983,1151,,47,
24/1/1983,0030,1306,47,49
25/1/1983,0145,1420,52,58
26/1/1983,0254,1527,63,70
27/1/1983,0354,1625,77,84
28/1/1983,0448,1717,91,96
29/1/1983,0539,1807,101,105
30/1/1983,0628,1854,107,108
31/1/1983,0715,1940,108,106
1/2/1983,0801,2024,102,98
2/2/1983,0845,2107,92,85
3/2/1983,0929,2151,78,71
4/2/1983,1017,2243,63,56
5/2/1983,1113,2345,49,44
6/2/1983,1218,,40,
7/2/1983,0055,1334,38,38
8/2/1983,0211,1449,40,44
9/2/1983,0313,1544,48,53
10/2/1983,0400,1626,57,62
11/2/1983,0439,1702,66,70
12/2/1983,0515,1736,74,77
13/2/1983,0549,1809,80,82
14/2/1983,0623,1841,84,85
15/2/1983,0655,1912,85,85
16/2/1983,0727,1943,84,83
17/2/1983,0800,2017,81,78
18/2/1983,0837,2055,74,71
19/2/1983,0919,2140,66,61
20/2/1983,1010,2237,56,52
21/2/1983,1114,2350,47,45
22/2/1983,1236,,44,
23/2/1983,0117,1404,46,51
24/2/1983,0238,1516,57,65
25/2/1983,0343,1614,74,82
26/2/1983,0437,1705,90,97
27/2/1983,0527,1752,103,107
28/2/1983,0613,1836,110,111
1/3/1983,0656,1918,111,109
2/3/1983,0737,1956,106,101
3/3/1983,0814,2032,95,88
4/3/1983,0851,2108,81,73
5/3/1983,0930,2151,64,56
6/3/1983,1019,2249,48,41
7/3/1983,1127,,35,
8/3/1983,0004,1252,31,29
9/3/1983,0131,1426,31,35
10/3/1983,0247,1523,40,46
11/3/1983,0336,1604,52,58
12/3/1983,0415,1639,64,69
13/3/1983,0451,1712,74,78
14/3/1983,0525,1745,82,86
15/3/1983,0559,1816,88,90
16/3/1983,0631,1847,92,92
17/3/1983,0702,1918,92,91
18/3/1983,0735,1952,89,86
19/3/1983,0812,2030,82,77
20/3/1983,0855,2115,71,66
21/3/1983,0946,2211,59,53
22/3/1983,1053,2327,47,43
23/3/1983,1223,,42,
24/3/1983,0104,1357,44,49
25/3/1983,0228,1506,56,64
26/3/1983,0331,1601,73,81
27/3/1983,0523,1749,89,96
28/3/1983,0609,1832,101,105
29/3/1983,0652,1913,107,108
30/3/1983,0731,1950,108,106
31/3/1983,0808,2025,102,98
1/4/1983,0843,2058,92,86
2/4/1983,0916,2132,79,71
3/4/1983,0951,2210,63,56
4/4/1983,1035,2301,48,41
5/4/1983,1137,,34,
6/4/1983,0014,1305,29,26
7/4/1983,0140,1441,27,30
8/4/1983,0301,1545,35,41
9/4/1983,0357,1628,48,54
10/4/1983,0440,1705,60,66
11/4/1983,0518,1740,72,77
12/4/1983,0555,1815,82,86
13/4/1983,0631,1848,90,92
14/4/1983,0704,1921,94,95
15/4/1983,0738,1954,95,94
16/4/1983,0814,2031,92,89
17/4/1983,0854,2113,85,80
18/4/1983,0940,2201,74,67
19/4/1983,1035,2300,60,54
20/4/1983,1147,,49,
21/4/1983,0021,1321,45,45
22/4/1983,0156,1444,47,52
23/4/1983,0312,1549,58,65
24/4/1983,0412,1641,73,79
25/4/1983,0502,1727,85,90
26/4/1983,0547,1807,94,97
27/4/1983,0627,1845,98,98
28/4/1983,0704,1921,98,96
29/4/1983,0740,1956,93,90
30/4/1983,0814,2030,85,80
1/5/1983,0847,2104,75,69
2/5/1983,0922,2140,62,56
3/5/1983,1002,2256,49,43
4/5/1983,1055,2327,38,33
5/5/1983,1212,,30,
6/5/1983,0047,1335,29,30
7/5/1983,0159,1444,34,38
8/5/1983,0301,1537,44,50
9/5/1983,0354,1622,56,62
10/5/1983,0439,1703,68,73
11/5/1983,0521,1742,79,83
12/5/1983,0602,1820,87,90
13/5/1983,0639,1857,93,94
14/5/1983,0718,1935,95,94
15/5/1983,0759,2017,93,90
16/5/1983,0843,2104,86,82
17/5/1983,0934,2157,76,71
18/5/1983,1033,2300,65,60
19/5/1983,1146,,55,
20/5/1983,0018,1307,53,52
21/5/1983,0138,1420,53,56
22/5/1983,0246,1522,60,64
23/5/1983,0346,1615,69,73
24/5/1983,0437,1700,77,80
25/5/1983,0520,1741,82,84
26/5/1983,0601,1818,85,85
27/5/1983,0638,1855,85,84
28/5/1983,0715,1931,82,80
29/5/1983,0751,2007,78,75
30/5/1983,0825,2042,71,67
31/5/1983,0900,2118,63,58
1/6/1983,0937,2159,54,50
2/6/1983,1022,2250,45,42
3/6/1983,1120,2351,39,37
4/6/1983,1230,,36,
5/6/1983,0058,1339,37,39
6/6/1983,0203,1440,42,46
7/6/1983,0302,1535,51,57
8/6/1983,0357,1624,62,68
9/6/1983,0447,1710,73,78
10/6/1983,0534,1754,82,86
11/6/1983,0619,1838,89,92
12/6/1983,0704,1923,93,94
13/6/1983,0750,2010,93,92
14/6/1983,0839,2100,90,87
15/6/1983,0931,2155,83,79
16/6/1983,1028,2255,74,70
17/6/1983,1132,,65,
18/6/1983,0002,1240,62,59
19/6/1983,0109,1346,57,57
20/6/1983,0213,1448,57,58
21/6/1983,0314,1544,60,62
22/6/1983,0409,1633,64,67
23/6/1983,0457,1716,69,71
24/6/1983,0539,1756,72,73
25/6/1983,0618,1834,74,75
26/6/1983,0656,1912,75,74
27/6/1983,0733,1948,74,72
28/6/1983,0808,2024,71,69
29/6/1983,0841,2058,67,64
30/6/1983,0915,2135,62,59
1/7/1983,0953,2217,56,53
2/7/1983,1038,2306,50,48
3/7/1983,1132,,45,
4/7/1983,0002,1235,44,43
5/7/1983,0105,1342,43,45
6/7/1983,0211,1447,48,51
7/7/1983,0315,1547,56,61
8/7/1983,0416,1643,66,71
9/7/1983,0512,1735,77,82
10/7/1983,0604,1825,87,91
11/7/1983,0654,1915,94,96
12/7/1983,0743,2004,98,98
13/7/1983,0831,2053,98,96
14/7/1983,0920,2144,93,89
15/7/1983,1011,2236,85,80
16/7/1983,1104,2332,74,68
17/7/1983,1202,,63,
18/7/1983,0031,1304,58,54
19/7/1983,0134,1409,51,49
20/7/1983,0238,1513,49,50
21/7/1983,0343,1611,52,55
22/7/1983,0438,1659,58,60
23/7/1983,0524,1741,63,66
24/7/1983,0604,1819,68,70
25/7/1983,0641,1855,72,74
26/7/1983,0716,1930,75,75
27/7/1983,0749,2003,75,75
28/7/1983,0820,2036,74,73
29/7/1983,0851,2108,71,69
30/7/1983,0924,2145,67,64
31/7/1983,1002,2226,61,58
1/8/1983,1046,2315,54,51
2/8/1983,1141,,48,
3/8/1983,0015,1248,46,44
4/8/1983,0125,1404,44,46
5/8/1983,0242,1518,49,54
6/8/1983,0355,1624,60,67
7/8/1983,0457,1722,74,81
8/8/1983,0552,1814,88,93
9/8/1983,0642,1904,99,103
10/8/1983,0730,1951,106,107
11/8/1983,0816,2037,107,105
12/8/1983,0900,2122,102,98
13/8/1983,0944,2206,92,85
14/8/1983,1027,2253,78,70
15/8/1983,1117,2346,63,56
16/8/1983,1216,,49,
17/8/1983,0050,1326,44,40
18/8/1983,0203,1443,38,39
19/8/1983,0324,1553,42,46
20/8/1983,0426,1645,50,55
21/8/1983,0512,1726,60,64
22/8/1983,0549,1801,68,71
23/8/1983,0622,1835,74,77
24/8/1983,0654,1908,79,81
25/8/1983,0726,1939,82,82
26/8/1983,0755,2010,82,82
27/8/1983,0824,2040,81,79
28/8/1983,0855,2114,76,73
29/8/1983,0930,2152,69,65
30/8/1983,1010,2238,61,56
31/8/1983,1101,2337,51,47
1/9/1983,1209,,43,
2/9/1983,0055,1333,41,41
3/9/1983,0223,1502,44,50
4/9/1983,0343,1612,58,66
5/9/1983,0445,1709,75,83
6/9/1983,0538,1800,91,98
7/9/1983,0626,1847,104,108
8/9/1983,0711,1931,111,112
9/9/1983,0754,2013,112,109
10/9/1983,0834,2053,105,100
11/9/1983,0911,2131,93,86
12/9/1983,0949,2211,77,69
13/9/1983,1031,2259,60,52
14/9/1983,1127,,44,
15/9/1983,0005,1242,38,33
16/9/1983,0130,1410,31,32
17/9/1983,0305,1530,35,40
18/9/1983,0408,1623,46,52
19/9/1983,0450,1702,58,63
20/9/1983,0524,1736,68,73
21/9/1983,0556,1809,77,80
22/9/1983,0627,1841,83,86
23/9/1983,0658,1912,87,88
24/9/1983,0728,1943,89,88
25/9/1983,0657,1913,87,85
26/9/1983,0728,1947,82,79
27/9/1983,0803,2026,74,70
28/9/1983,0844,2113,64,58
29/9/1983,0936,2215,52,46
30/9/1983,1046,2339,42,39
1/10/1983,1219,,40,
2/10/1983,0116,1351,44,51
3/10/1983,0232,1459,59,69
4/10/1983,0330,1553,78,86
5/10/1983,0420,1641,94,100
6/10/1983,0506,1726,105,109
7/10/1983,0548,1807,110,111
8/10/1983,0627,1847,109,106
9/10/1983,0705,1923,102,96
10/10/1983,0740,1959,90,83
11/10/1983,0815,2036,74,66
12/10/1983,0854,2119,58,50
13/10/1983,0944,2220,42,36
14/10/1983,1057,2349,30,28
15/10/1983,1224,,28,
16/10/1983,0122,1345,31,36
17/10/1983,0230,1443,42,48
18/10/1983,0313,1525,54,61
19/10/1983,0349,1602,66,72
20/10/1983,0423,1638,76,80
21/10/1983,0456,1712,84,87
22/10/1983,0529,1745,89,91
23/10/1983,0600,1817,91,91
24/10/1983,0631,1850,90,88
25/10/1983,0706,1928,85,82
26/10/1983,0745,2011,77,72
27/10/1983,0830,2103,66,60
28/10/1983,0926,2208,54,49
29/10/1983,1039,2336,44,43
30/10/1983,1213,,44,
31/10/1983,0105,1336,48,55
1/11/1983,0214,1439,62,70
2/11/1983,0310,1533,78,85
3/11/1983,0358,1619,91,95
4/11/1983,0441,1702,99,101
5/11/1983,0522,1742,102,102
6/11/1983,0600,1821,100,98
7/11/1983,0638,1857,94,89
8/11/1983,0714,1933,84,78
9/11/1983,0749,2009,72,65
10/11/1983,0827,2049,58,52
11/11/1983,0912,2141,45,39
12/11/1983,1012,2256,34,31
13/11/1983,1129,,30,
14/11/1983,0017,1242,30,33
15/11/1983,0126,1345,38,43
16/11/1983,0220,1437,48,54
17/11/1983,0305,1522,60,66
18/11/1983,0345,1604,71,76
19/11/1983,0424,1643,80,83
20/11/1983,0500,1720,87,89
21/11/1983,0536,1757,90,91
22/11/1983,0613,1836,91,90
23/11/1983,0652,1918,88,85
24/11/1983,0737,2006,81,77
25/11/1983,0827,2100,72,67
26/11/1983,0925,2206,61,57
27/11/1983,1036,2325,54,52
28/11/1983,1157,,52,
29/11/1983,0042,1310,54,58
30/11/1983,0147,1413,62,67
1/12/1983,0244,1508,72,76
2/12/1983,0333,1556,80,84
3/12/1983,0417,1639,86,88
4/12/1983,0458,1720,89,89
5/12/1983,0537,1759,88,87
6/12/1983,0616,1837,85,83
7/12/1983,0654,1914,79,76
8/12/1983,0730,1950,72,67
9/12/1983,0807,2027,62,58
10/12/1983,0846,2109,53,48
11/12/1983,0933,2202,44,41
12/12/1983,1031,2308,38,36
13/12/1983,1137,,35,
14/12/1983,0017,1242,36,39
15/12/1983,0120,1343,42,46
16/12/1983,0216,1439,51,56
17/12/1983,0306,1529,62,67
18/12/1983,0352,1616,72,76
19/12/1983,0436,1700,81,84
20/12/1983,0519,1744,88,90
21/12/1983,0602,1828,92,92
22/12/1983,0647,1915,92,91
23/12/1983,0735,2003,89,87
24/12/1983,0825,2056,83,79
25/12/1983,0920,2154,75,71
26/12/1983,1021,2259,66,63
27/12/1983,1129,,60,
28/12/1983,0008,1237,58,57
29/12/1983,0113,1342,57,58
30/12/1983,0214,1442,60,63
31/12/1983,0309,1535,66,68
1/1/1984,0357,1622,71,73
2/1/1984,0440,1704,76,77
3/1/1984,0521,1744,78,79
4/1/1984,0600,1822,79,79
5/1/1984,0638,1858,78,77
6/1/1984,0713,1932,75,73
7/1/1984,0748,2005,70,68
8/1/1984,0822,2039,64,61
9/1/1984,0859,2119,57,54
10/1/1984,0942,2206,50,47
11/1/1984,1034,2304,43,41
12/1/1984,1136,,40,
13/1/1984,0012,1244,39,40
14/1/1984,0121,1352,43,47
15/1/1984,0227,1456,51,57
16/1/1984,0325,1554,63,69
17/1/1984,0418,1646,75,81
18/1/1984,0508,1734,86,91
19/1/1984,0555,1821,95,99
20/1/1984,0641,1908,101,102
21/1/1984,0728,1954,102,101
22/1/1984,0815,2041,98,94
23/1/1984,0904,2130,89,83
24/1/1984,0955,2224,77,71
25/1/1984,1053,2326,64,58
26/1/1984,1158,,53,
27/1/1984,0033,1307,49,47
28/1/1984,0143,1418,47,49
29/1/1984,0249,1522,51,55
30/1/1984,0344,1613,59,63
31/1/1984,0429,1655,67,70
1/2/1984,0510,1733,73,76
2/2/1984,0547,1807,78,80
3/2/1984,0621,1840,81,81
4/2/1984,0653,1911,81,81
5/2/1984,0725,1940,79,78
6/2/1984,0755,2010,75,73
7/2/1984,0827,2042,69,66
8/2/1984,0903,2121,62,57
9/2/1984,0945,2207,53,49
10/2/1984,1039,2309,44,41
11/2/1984,1149,,38,
12/2/1984,0027,1310,38,39
13/2/1984,0149,1431,43,49
14/2/1984,0302,1537,56,64
15/2/1984,0402,1632,72,80
16/2/1984,0454,1722,88,96
17/2/1984,0542,1808,102,107
18/2/1984,0628,1853,111,113
19/2/1984,0713,1936,113,112
20/2/1984,0756,2018,108,104
21/2/1984,0839,2100,97,90
22/2/1984,0923,2145,82,73
23/2/1984,1013,2240,64,56
24/2/1984,1115,2350,48,42
25/2/1984,1232,,38,
26/2/1984,0110,1400,36,38
27/2/1984,0232,1513,41,47
28/2/1984,0332,1603,52,57
29/2/1984,0417,1642,63,68
1/3/1984,0454,1715,72,76
2/3/1984,0526,1746,79,82
3/3/1984,0558,1816,84,85
4/3/1984,0629,1845,86,87
5/3/1984,0659,1913,86,85
6/3/1984,0727,1940,83,81
7/3/1984,0757,2011,78,74
8/3/1984,0830,2046,69,65
9/3/1984,0910,2129,59,54
10/3/1984,1001,2227,48,43
11/3/1984,1112,2348,38,36
12/3/1984,1242,,36,
13/3/1984,0122,1414,39,46
14/3/1984,0244,1521,54,64
15/3/1984,0345,1615,73,83
16/3/1984,0437,1704,92,100
17/3/1984,0524,1749,107,112
18/3/1984,0609,1832,115,117
19/3/1984,0651,1912,116,114
20/3/1984,0732,1951,110,105
21/3/1984,0811,2030,98,90
22/3/1984,0851,2110,81,72
23/3/1984,0936,2200,62,53
24/3/1984,1036,2309,44,37
25/3/1984,1159,,32,
26/3/1984,0035,1339,31,32
27/3/1984,0205,1454,36,42
28/3/1984,0308,1541,48,54
29/3/1984,0352,1617,60,65
30/3/1984,0527,1748,70,74
31/3/1984,0558,1817,78,81
1/4/1984,0630,1847,84,86
2/4/1984,0701,1916,88,88
3/4/1984,0731,1945,88,88
4/4/1984,0800,2013,86,84
5/4/1984,0831,2045,81,77
6/4/1984,0906,2122,73,68
7/4/1984,0948,2207,62,56
8/4/1984,1042,2307,50,45
9/4/1984,1155,,40,
10/4/1984,0028,1329,37,38
11/4/1984,0205,1457,42,49
12/4/1984,0324,1601,57,67
13/4/1984,0424,1654,76,85
14/4/1984,0515,1741,92,99
15/4/1984,0602,1825,105,109
16/4/1984,0645,1907,111,111
17/4/1984,0727,1946,110,108
18/4/1984,0807,2025,103,98
19/4/1984,0845,2103,91,84
20/4/1984,0924,2143,76,68
21/4/1984,1007,2230,59,51
22/4/1984,1102,2333,44,37
23/4/1984,1222,,33,
24/4/1984,0053,1352,31,31
25/4/1984,0214,1511,34,39
26/4/1984,0322,1601,44,49
27/4/1984,0410,1638,55,60
28/4/1984,0449,1711,65,69
29/4/1984,0524,1743,73,77
30/4/1984,0559,1816,80,82
1/5/1984,0632,1848,84,85
2/5/1984,0704,1918,86,86
3/5/1984,0736,1950,85,83
4/5/1984,0811,2026,81,78
5/5/1984,0851,2109,73,69
6/5/1984,0938,2159,64,59
7/5/1984,1036,2302,54,49
8/5/1984,1149,,46,
9/5/1984,0020,1317,45,46
10/5/1984,0147,1434,49,55
11/5/1984,0259,1536,61,68
12/5/1984,0359,1628,75,81
13/5/1984,0451,1716,87,92
14/5/1984,0537,1759,95,98
15/5/1984,0621,1841,99,99
16/5/1984,0703,1922,98,95
17/5/1984,0744,2002,92,88
18/5/1984,0823,2041,83,78
19/5/1984,0903,2121,71,65
20/5/1984,0944,2206,59,53
21/5/1984,1033,2300,47,42
22/5/1984,1137,,38,
23/5/1984,0005,1249,35,34
24/5/1984,0113,1357,35,37
25/5/1984,0216,1456,40,44
26/5/1984,0312,1545,48,52
27/5/1984,0402,1628,57,61
28/5/1984,0446,1707,65,69
29/5/1984,0527,1745,73,76
30/5/1984,0605,1821,78,80
31/5/1984,0642,1857,82,82
1/6/1984,0720,1935,83,82
2/6/1984,0800,2018,81,79
3/6/1984,0845,2105,76,73
4/6/1984,0935,2158,70,66
5/6/1984,1033,2259,63,60
6/6/1984,1139,,57,
7/6/1984,0009,1254,56,55
8/6/1984,0122,1404,56,59
9/6/1984,0230,1506,61,65
10/6/1984,0331,1601,69,73
11/6/1984,0425,1650,76,79
12/6/1984,0514,1736,81,83
13/6/1984,0600,1820,84,85
14/6/1984,0644,1902,84,83
15/6/1984,0726,1944,82,80
16/6/1984,0806,2024,77,74
17/6/1984,0845,2102,71,67
18/6/1984,0922,2141,63,59
19/6/1984,1002,2224,55,51
20/6/1984,1048,2315,47,44
21/6/1984,1144,,41,
22/6/1984,0013,1247,39,38
23/6/1984,0114,1350,38,39
24/6/1984,0214,1448,42,44
25/6/1984,0312,1542,48,52
26/6/1984,0406,1632,56,60
27/6/1984,0456,1717,65,69
28/6/1984,0542,1801,72,76
29/6/1984,0626,1844,79,81
30/6/1984,0710,1928,84,85
1/7/1984,0755,2013,86,86
2/7/1984,0841,2101,85,84
3/7/1984,0929,2152,82,79
4/7/1984,1021,2246,76,73
5/7/1984,1118,2346,69,66
6/7/1984,1223,,62,
7/7/1984,0052,1330,60,58
8/7/1984,0159,1434,57,57
9/7/1984,0303,1535,59,60
10/7/1984,0404,1630,63,65
11/7/1984,0458,1720,68,70
12/7/1984,0546,1805,73,74
13/7/1984,0631,1847,76,77
14/7/1984,0711,1927,77,77
15/7/1984,0749,2005,77,76
16/7/1984,0824,2039,75,73
